YearOfObservation,Insured_Period,Residential,Building Dimension,Building_Type,NumberOfWindows,Claim,Building_Painted,Building_Fenced,Garden,Settlement,Painted_Fenced_Garden,Painted_Fenced,Garden_Settlement,Fenced_Garden_Settlement,Painted_Fenced_Settlement,Painted_Fenced_Garden_Settlement
2016,1,0,7500,1,6,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,1200,1,5,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,380,1,5,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,2586,2,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,800,2,4,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,2900,2,4,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,2900,2,4,0,0,1,1,1,1,1,2,4,1,1
2013,0,0,3473,2,4,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,1776,2,4,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,2157,2,4,1,0,1,1,1,1,1,2,4,1,1
2012,1,0,1020,2,4,0,0,1,1,1,1,1,2,4,1,1
2016,0.99726776,0,1323,2,4,1,0,1,1,1,1,1,2,4,1,1
2013,1,1,1376,2,4,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,1784,2,4,1,1,0,0,0,2,2,0,0,2,2
2015,1,0,1784,2,4,1,1,0,0,0,2,2,0,0,2,2
2015,1,1,1820,2,4,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,2000,2,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,280,2,2,0,1,1,1,1,5,3,2,4,4,4
2012,1,1,6417,2,2,1,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,1,6417,2,2,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,3496,2,4,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,7000,2,4,1,0,1,1,1,1,1,2,4,1,1
2015,1,0,690,2,4,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,4118,2,4,1,0,1,1,1,1,1,2,4,1,1
2012,1,0,8000,2,4,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,5600,2,4,1,1,0,0,0,2,2,0,0,2,2
2013,1,0,2015,2,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,2015,2,3,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,579,2,3,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,5182,2,6,1,1,0,0,0,2,2,0,0,2,2
2014,1,0,5182,2,6,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,5182,2,6,1,1,0,0,0,2,2,0,0,2,2
2014,1,1,4300,2,4,1,1,0,0,0,2,2,0,0,2,2
2014,1,1,2750,2,4,0,1,0,0,0,2,2,0,0,2,2
2015,1,1,2750,2,4,0,1,0,0,0,2,2,0,0,2,2
2013,0.479452055,1,397,2,3,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,2440,2,3,1,1,1,1,1,5,3,2,4,4,4
2013,1,0,300,2,3,0,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,0,530,2,3,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,194,2,2,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,750,2,3,0,0,1,1,1,1,1,2,4,1,1
2013,0.934246575,0,391,2,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,900,2,10,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,510,2,10,0,0,1,1,1,1,1,2,4,1,1
2016,1,0,510,2,10,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,600,2,10,0,0,1,1,1,1,1,2,4,1,1
2016,0.99726776,0,600,2,10,0,0,1,1,1,1,1,2,4,1,1
2016,0.99726776,0,5634,2,10,1,1,0,0,0,2,2,0,0,2,2
2012,1,0,400,2,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,250,2,3,0,0,1,1,1,1,1,2,4,1,1
2016,0.99726776,0,250,2,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,1084,2,3,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,443,2,3,0,0,1,1,1,1,1,2,4,1,1
2013,0,0,1729,2,3,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,540,2,3,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,1200,2,3,0,0,1,1,1,1,1,2,4,1,1
2016,0.99726776,0,1200,2,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,250,2,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,280,2,3,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,320,2,3,1,1,0,0,0,2,2,0,0,2,2
2012,1,0,330,2,3,1,1,0,0,0,2,2,0,0,2,2
2013,0.580821918,0,210,2,2,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,950,2,4,1,1,0,0,0,2,2,0,0,2,2
2013,1,1,1320,2,3,1,1,0,0,0,2,2,0,0,2,2
2014,1,1,3050,2,8,0,1,0,0,0,2,2,0,0,2,2
2016,1,1,575,2,2,0,1,0,0,0,2,2,0,0,2,2
2014,1,1,4040,2,3,1,1,0,0,0,2,2,0,0,2,2
2015,1,0,2900,2,5,0,1,0,0,0,2,2,0,0,2,2
2012,0.333333333,0,1100,2,7,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,1100,2,7,0,1,0,0,0,2,2,0,0,2,2
2014,1,1,620,2,5,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,714,2,3,1,1,0,0,0,2,2,0,0,2,2
2014,0.567123288,0,676,2,4,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,950,2,4,0,1,0,0,0,2,2,0,0,2,2
2013,0.22739726,0,350,2,5,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,710,2,5,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,1832,2,3,0,1,1,1,1,5,3,2,4,4,4
2013,0.747945205,0,388,2,3,0,1,1,1,1,5,3,2,4,4,4
2012,1,1,240,2,3,0,0,1,1,1,1,1,2,4,1,1
2014,0.901369863,1,240,2,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,950,2,3,0,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,0,950,2,3,0,1,1,1,1,5,3,2,4,4,4
2013,0.890410959,1,400,2,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,1,400,2,3,0,1,0,0,0,2,2,0,0,2,2
2012,0.827868852,0,600,2,3,1,0,1,1,1,1,1,2,4,1,1
2013,0.205479452,1,250,2,3,0,1,1,1,1,5,3,2,4,4,4
2012,1,1,830,2,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,2285,2,4,0,0,1,1,1,1,1,2,4,1,1
2016,0.99726776,0,4400,2,4,1,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,750,2,3,0,1,1,1,1,5,3,2,4,4,4
2014,0.504109589,0,2900,2,3,0,0,1,1,1,1,1,2,4,1,1
2015,0.994520548,0,2900,2,3,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,920,2,3,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,1330,2,3,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,770,2,3,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,1518,2,3,0,0,1,1,1,1,1,2,4,1,1
2013,0.084931507,0,4400,2,3,0,1,0,0,0,2,2,0,0,2,2
2012,0.606557377,0,850,2,3,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,1543,3,4,0,1,1,1,1,5,3,2,4,4,4
2015,1,0,2412,3,4,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,2412,3,4,1,1,0,0,0,2,2,0,0,2,2
2014,1,0,2064,3,3,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,4433,3,3,1,1,1,1,1,5,3,2,4,4,4
2013,0,0,4433,3,3,0,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,0,375,3,3,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,1617,3,2,0,0,1,1,1,1,1,2,4,1,1
2016,0.99726776,0,650,2,2,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,300,2,3,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,440,2,3,0,0,1,1,1,1,1,2,4,1,1
2016,0.99726776,0,544,2,3,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,1222,2,3,1,1,1,1,1,5,3,2,4,4,4
2014,1,0,2427,2,3,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,240,2,3,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,475,2,6,0,0,1,1,1,1,1,2,4,1,1
2016,0.967213115,0,475,2,6,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,663,2,6,1,1,1,1,1,5,3,2,4,4,4
2016,0.344262295,0,5630,2,6,1,1,0,0,0,2,2,0,0,2,2
2012,1,0,1350,2,4,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,1350,2,4,0,1,0,0,0,2,2,0,0,2,2
2012,0.75136612,0,5354,2,5,1,1,0,0,0,2,2,0,0,2,2
2014,1,0,956,2,2,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,956,2,2,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,1800,2,2,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,1576,2,5,1,1,0,0,0,2,2,0,0,2,2
2015,1,0,1576,2,5,1,1,0,0,0,2,2,0,0,2,2
2015,1,0,340,2,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,1200,2,5,1,1,0,0,0,2,2,0,0,2,2
2015,1,0,1445,2,4,0,1,0,0,0,2,2,0,0,2,2
2013,0.912328767,0,1500,2,6,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,1000,2,6,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,1000,2,6,1,1,0,0,0,2,2,0,0,2,2
2012,1,0,1650,2,5,1,1,0,0,0,2,2,0,0,2,2
2012,1,0,3007,2,5,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,1560,2,2,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,1340,2,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,1780,2,4,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,1780,2,4,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,660,3,6,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,1129,3,6,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,15580,3,5,1,1,0,0,0,2,2,0,0,2,2
2014,1,0,15580,3,5,0,1,0,0,0,2,2,0,0,2,2
2016,0.663934426,0,15580,3,5,1,1,0,0,0,2,2,0,0,2,2
2012,1,0,1300,3,5,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,860,3,4,0,1,0,0,0,2,2,0,0,2,2
2012,0.295081967,0,2060,3,5,0,1,0,0,0,2,2,0,0,2,2
2013,0.167123288,0,300,3,3,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,300,3,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,2409,3,5,1,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,2409,3,5,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,1235,3,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,1610,3,7,1,1,0,0,0,2,2,0,0,2,2
2015,1,0,1610,3,7,1,1,0,0,0,2,2,0,0,2,2
2013,1,0,311,3,4,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,2500,3,5,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,2695,3,5,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,2695,3,5,0,1,1,1,1,5,3,2,4,4,4
2015,1,0,1700,3,5,0,1,0,0,0,2,2,0,0,2,2
2015,0.2,0,1000,3,3,0,0,1,1,1,1,1,2,4,1,1
2013,0.906849315,0,367,3,3,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,580,3,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,2604,3,5,1,1,0,0,0,2,2,0,0,2,2
2012,1,0,487,3,5,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,1754,3,5,0,0,1,1,1,1,1,2,4,1,1
2016,1,0,400,3,5,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,850,3,5,0,0,1,1,1,1,1,2,4,1,1
2016,0.99726776,0,4000,3,5,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,1920,3,5,1,1,1,1,1,5,3,2,4,4,4
2012,1,1,4998,3,5,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,1485,3,5,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,270,3,3,1,0,1,1,1,1,1,2,4,1,1
2012,1,0,500,3,3,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,1197,2,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,1197,2,3,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,270,3,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,560,3,3,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,560,3,3,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,560,3,3,0,0,1,1,1,1,1,2,4,1,1
2016,1,0,560,3,3,0,0,1,1,1,1,1,2,4,1,1
2013,0.663013699,0,380,3,3,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,620,3,3,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,800,3,3,0,0,1,1,1,1,1,2,4,1,1
2016,1,0,336,3,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,1260,3,5,1,1,0,0,0,2,2,0,0,2,2
2015,1,0,1260,3,5,1,1,0,0,0,2,2,0,0,2,2
2012,1,1,900,3,4,0,1,0,0,0,2,2,0,0,2,2
2013,0.109589041,1,900,3,4,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,400,3,2,0,1,0,0,0,2,2,0,0,2,2
2013,0.438356164,0,403,3,9,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,640,3,9,0,1,1,1,1,5,3,2,4,4,4
2015,1,0,805,3,9,0,1,1,1,1,5,3,2,4,4,4
2015,1,0,657,3,9,0,1,1,1,1,5,3,2,4,4,4
2015,1,0,2750,3,9,1,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,0,2750,3,9,1,1,1,1,1,5,3,2,4,4,4
2012,1,0,2090,3,9,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,3355,3,9,1,1,0,0,0,2,2,0,0,2,2
2013,0,0,2347,3,10,0,1,0,0,0,2,2,0,0,2,2
2013,0,0,4074,3,7,1,1,1,1,1,5,3,2,4,4,4
2013,1,0,2340,3,7,0,1,1,1,1,5,3,2,4,4,4
2015,1,0,6000,3,7,1,1,0,0,0,2,2,0,0,2,2
2013,1,0,910,3,2,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,712,3,2,1,1,0,0,0,2,2,0,0,2,2
2016,1,0,480,3,4,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,800,3,4,0,1,1,1,1,5,3,2,4,4,4
2015,1,0,1056,3,4,1,1,1,1,1,5,3,2,4,4,4
2012,1,1,450,3,4,0,1,1,1,1,5,3,2,4,4,4
2013,0.824657534,1,450,3,4,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,360,3,4,0,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,0,385,3,4,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,649,3,4,0,1,1,1,1,5,3,2,4,4,4
2016,1,0,649,3,4,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,336,3,4,0,1,1,1,1,5,3,2,4,4,4
2013,0,0,760,3,4,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,2700,3,3,0,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,0,2700,3,3,0,1,1,1,1,5,3,2,4,4,4
2015,0.41369863,0,690,3,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,590,3,5,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,590,3,5,1,1,1,1,1,5,3,2,4,4,4
2013,0,0,1200,3,5,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,1754,3,8,0,0,1,1,1,1,1,2,4,1,1
2016,0.99726776,0,2800,3,8,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,3375,3,4,1,1,1,1,1,5,3,2,4,4,4
2015,1,0,3375,3,4,1,1,1,1,1,5,3,2,4,4,4
2015,1,0,1700,2,4,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,600,2,4,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,5000,2,2,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,475,2,5,0,1,1,1,1,5,3,2,4,4,4
2014,0.832876712,1,2000,2,5,0,1,0,0,0,2,2,0,0,2,2
2015,1,1,2000,2,4,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,1,1650,2,6,0,1,0,0,0,2,2,0,0,2,2
2012,0.166666667,1,1500,2,3,0,1,0,0,0,2,2,0,0,2,2
2015,1,1,1500,2,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,1,1250,2,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,1,1560,2,4,0,1,0,0,0,2,2,0,0,2,2
2013,0.871232877,0,400,2,3,1,0,1,1,1,1,1,2,4,1,1
2013,1,1,1049,2,3,0,1,0,0,0,2,2,0,0,2,2
2014,0.747945205,1,2458,2,2,0,1,0,0,0,2,2,0,0,2,2
2015,1,1,2499,2,4,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,3770,2,5,0,1,0,0,0,2,2,0,0,2,2
2016,0.418032787,0,3770,2,5,0,1,0,0,0,2,2,0,0,2,2
2012,0.333333333,1,2790,2,8,0,1,0,0,0,2,2,0,0,2,2
2015,1,1,1394,2,4,1,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,695,2,2,0,0,1,1,1,1,1,2,4,1,1
2013,0.884931507,0,1005,2,2,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,3060,2,4,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,1351,4,2,0,1,0,0,0,2,2,0,0,2,2
2013,0,0,300,4,2,0,1,1,1,1,5,3,2,4,4,4
2015,0,0,300,4,2,0,1,1,1,1,5,3,2,4,4,4
2016,0,0,300,4,2,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,580,2,2,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,580,2,2,0,1,1,1,1,5,3,2,4,4,4
2012,1,1,1940,2,2,0,1,0,0,0,2,2,0,0,2,2
2014,1,1,1940,2,2,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,407,2,4,0,1,1,1,1,5,3,2,4,4,4
2013,1,1,1805,2,4,0,1,0,0,0,2,2,0,0,2,2
2015,1,1,3200,2,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,691,2,4,0,0,1,1,1,1,1,2,4,1,1
2015,0.495890411,0,1400,2,4,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,1512,2,4,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,767,2,4,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,630,2,2,1,1,0,0,0,2,2,0,0,2,2
2015,1,0,630,2,2,0,1,0,0,0,2,2,0,0,2,2
2012,0.584699454,0,1538,2,4,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,13004,2,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,280,2,4,0,1,1,1,1,5,3,2,4,4,4
2015,1,0,280,2,4,0,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,0,280,2,4,1,1,1,1,1,5,3,2,4,4,4
2013,1,0,3255,2,4,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,80,2,3,0,0,1,1,1,1,1,2,4,1,1
2015,0.747945205,0,80,2,3,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,1359,2,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,650,2,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,1,650,2,3,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,440,2,5,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,350,2,5,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,4142,2,4,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,1,815,2,4,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,999,2,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,999,2,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,999,2,3,0,1,0,0,0,2,2,0,0,2,2
2013,0.523287671,1,315,2,3,0,0,1,1,1,1,1,2,4,1,1
2013,0.523287671,1,315,2,3,0,0,1,1,1,1,1,2,4,1,1
2013,1,1,750,2,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,935,2,2,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,1350,2,2,1,1,0,0,0,2,2,0,0,2,2
2015,1,1,1350,2,2,0,1,0,0,0,2,2,0,0,2,2
2016,1,1,999,2,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,1,880,2,4,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,1,880,2,4,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,1991,2,4,1,0,1,1,1,1,1,2,4,1,1
2012,1,0,230,2,4,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,430,2,4,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,895,2,4,1,1,0,0,0,2,2,0,0,2,2
2012,1,0,670,2,4,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,570,2,3,0,1,0,0,0,2,2,0,0,2,2
2016,1,0,2450,2,6,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,840,2,3,1,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,460,2,3,0,1,0,0,0,2,2,0,0,2,2
2013,0.021917808,0,800,2,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,1200,2,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,1,550,2,5,1,1,0,0,0,2,2,0,0,2,2
2013,1,0,350,2,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,350,2,3,1,1,0,0,0,2,2,0,0,2,2
2015,0.246575342,0,330,2,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,169,2,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,1,6005,2,1,1,1,0,0,0,2,2,0,0,2,2
2013,1,0,380,2,2,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,380,2,2,0,1,0,0,0,2,2,0,0,2,2
2013,0.161643836,0,245,2,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,1,10438,2,4,1,1,0,0,0,2,2,0,0,2,2
2015,1,1,10438,2,4,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,1,10438,2,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,8670,2,7,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,1423,2,4,0,1,0,0,0,2,2,0,0,2,2
2013,0.882191781,0,277,2,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,300,2,2,0,1,0,0,0,2,2,0,0,2,2
2014,0.942465753,0,1035,2,3,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,1500,2,3,0,1,1,1,1,5,3,2,4,4,4
2015,1,0,1500,2,3,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,450,2,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,500,2,3,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,500,2,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,500,2,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,380,2,3,0,0,1,1,1,1,1,2,4,1,1
2013,0.052054795,0,380,2,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,1,415,2,3,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,415,2,3,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,630,2,4,1,1,0,0,0,2,2,0,0,2,2
2014,1,1,630,2,4,0,1,0,0,0,2,2,0,0,2,2
2013,0.756164384,0,450,2,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,1150,2,4,0,1,0,0,0,2,2,0,0,2,2
2016,1,0,1150,2,4,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,5312,2,3,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,4783,2,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,200,2,2,0,1,0,0,0,2,2,0,0,2,2
2016,1,0,5860,2,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,2000,2,1,1,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,2000,2,1,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,2051,2,2,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,2051,2,2,1,1,0,0,0,2,2,0,0,2,2
2015,1,0,2051,2,2,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,2896,2,2,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,1000,2,3,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,858,2,2,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,858,2,2,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,400,2,2,0,1,1,1,1,5,3,2,4,4,4
2013,0.747945205,0,5600,2,2,1,1,0,0,0,2,2,0,0,2,2
2015,1,0,1491,2,2,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,1,680,2,5,0,1,0,0,0,2,2,0,0,2,2
2013,0.789041096,0,1090,2,5,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,4900,2,5,1,1,0,0,0,2,2,0,0,2,2
2012,1,0,900,2,5,0,1,1,1,1,5,3,2,4,4,4
2014,0.821917808,1,2000,2,5,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,555,2,5,0,0,1,1,1,1,1,2,4,1,1
2016,0.99726776,0,1600,2,5,0,1,0,0,0,2,2,0,0,2,2
2016,0.994535519,0,1100,2,2,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,840,2,2,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,840,2,2,0,0,1,1,1,1,1,2,4,1,1
2016,0.494535519,0,840,2,2,0,0,1,1,1,1,1,2,4,1,1
2013,1,1,1750,2,2,0,1,0,0,0,2,2,0,0,2,2
2012,0.153005464,0,408,2,3,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,2160,2,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,2050,2,5,0,1,0,0,0,2,2,0,0,2,2
2015,0.495890411,1,5100,2,6,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,3489,2,5,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,1450,2,5,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,830,2,5,0,0,1,1,1,1,1,2,4,1,1
2013,0.084931507,0,1520,2,5,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,1900,2,3,0,0,1,1,1,1,1,2,4,1,1
2013,1,1,900,2,3,0,1,1,1,1,5,3,2,4,4,4
2015,1,0,1550,2,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,804,2,4,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,804,2,4,0,0,1,1,1,1,1,2,4,1,1
2015,1,1,420,2,4,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,450,2,4,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,550,2,4,0,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,0,550,2,4,1,1,1,1,1,5,3,2,4,4,4
2015,1,0,710,2,4,0,1,0,0,0,2,2,0,0,2,2
2013,0.747945205,1,933,2,4,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,747,2,4,0,1,1,1,1,5,3,2,4,4,4
